48,Speaker 2,"A few of.",260.000,260.000
49,Speaker 2,"Of describing it in your own vocabulary, as you said, something like is not Vegas. What happened in the car on the way back doesn't necessarily stay in the car, right? So same thing, same thing, this room, anything that you say and everything that we talked about should be evidence at court. OK, so kind of to put it easily the same rules of life, OK.",260.000,270.000
50,Speaker 1,"OK.",270.000,273.000
51,Speaker 1,"Yeah.",273.000,279.000
52,Speaker 2,"Uh.",279.000,281.000
53,Speaker 2,"And if you've spoken to any other police officers, I know that you've dealt with the Toronto police officers. There was a couple officers in a car on our on our trip back here. If anyone persuaded you or tried to push you into making a statement, whatever they said. I don't want that to influence you in any way. OK. I want you to.",281.000,285.000
54,Speaker 1,"Yes.",285.000,298.000
55,Speaker 1,"Now what I'm about.",298.000,299.000
56,Speaker 1,"Say.",299.000,299.000
57,Speaker 1,"And I'm giving up.",299.000,301.000
59,Speaker 2,"And I appreciate.",303.000,305.000
60,Speaker 2,"And we'll get moving forward for another few things. And I know that we.",305.000,308.000
62,Speaker 2,"Said this in the cart you are.",310.000,311.000
63,Speaker 2,"Not under arrest.",311.000,312.000
64,Speaker 2,"Right now. OK. OK. I want to make that very clear to you. OK? You're not under arrest. The door is unlocked. OK. I'm not repeating your wait. Or if you want to leave at any time. If you want to stop talking to me at any time, you just let me know.",312.000,326.000
65,Speaker 2,"And then we'll just carry on from there, OK.",326.000,329.000
66,Speaker 2,"But you're not being held here against your will. We're not forcing you to speak to us. We just have some follow up. Some some follow up questions from the investigation. That kind of got going while you're in Toronto.",329.000,340.000
67,Speaker 1,"Yeah, being interviewed, it's hard because it takes so long. So I'll do my best. Like if, like I said, if I have to get up and pace around.",340.000,343.000
68,Speaker 2,"It does.",343.000,348.000
69,Speaker 2,"A bit or whatever you want to take a break at anytime you let us know if you want to go.",348.000,352.000
70,Speaker 2,"And pace around.",352.000,353.000
71,Speaker 2,"I'll just kind of hang tight here and we'll just keep conversing as long as long as you're comfortable.",353.000,354.000
72,Speaker 1,"Yeah.",354.000,358.000
73,Speaker 1,"I have no as long as I can.",358.000,360.000
74,Speaker 2,"All right, sounds good.",360.000,363.000
75,Speaker 2,"That's kind of all formalities, but like I said, those are the things that I just wanted to make sure that we're.",363.000,368.000
76,Speaker 2,"Here to you.",368.000,369.000
77,Speaker 2,"And if you have any questions for.",369.000,370.000
78,Speaker 2,"Me before we get started.",370.000,373.000
79,Speaker 2,"The floor is yours using or any concerns.",373.000,374.000
80,Speaker 1,"No, no, I didn't. I want to get through this and find out what happened to my mom and dad because I know they're upset because someone went to visit them today and she visited them today and they said, you know, they're here. We're concerned what's going on.",374.000,375.000
81,Speaker 2,"That you have.",375.000,383.000
82,Speaker 2,"OK.",383.000,389.000
84,Speaker 2,"I can imagine.",390.000,392.000
85,Speaker 2,"I can imagine that, and I honestly don't have those answers for you, but I can get them for you.",392.000,398.000
86,Speaker 2,"My role in this investigation so far has been.",398.000,401.000
87,Speaker 2,"Not as in depth as some of the other officers, but my my task today obviously was to travel to Toronto and be with you with with my fellow coworkers and and come back here and and have conversations. So that's kind of where where I'm at right now, but I can definitely get those answers for you. And and I don't want to upset.",401.000,403.000
88,Speaker 1,"OK.",403.000,409.000
89,Speaker 1,"Yeah.",409.000,418.000
90,Speaker 2,"Any more people that need to be?",418.000,422.000
91,Speaker 1,"You should have bought boot boot your ticket.",422.000,424.000
92,Speaker 1,"For you right there.",424.000,425.000
93,Speaker 2,"You know what?",425.000,426.000
94,Speaker 2,"If I could afford them for the last, I probably would have.",426.000,429.000
95,Speaker 2,"Yeah, I was excited last night.",429.000,431.000
96,Speaker 2,"UM.",431.000,434.000
97,Speaker 2,"So just just for the record and I know you prefer to go by Beth as what you told me. Is that correct?",434.000,438.000
98,Speaker 1,"Yes.",438.000,438.000
99,Speaker 2,"Can you just state your full name for me?",438.000,440.000
100,Speaker 1,"Elizabeth Tracy, may Wettlaufer.",440.000,442.000
101,Speaker 2,"Tracy may. Yeah. OK. And just spell your last.",442.000,445.000
102,Speaker 1,"Name the record TLAUSER.",445.000,451.000
103,Speaker 2,"Invest the reason why we're here today is because we've received some information back at the end of last week.",451.000,459.000
104,Speaker 2,"With regards to some information that was provided to the Toronto Police Service, which led us into quite a bit of work and leads us here today to speak to you with regards to kind of how this all started and and follow up, but basically.",459.000,473.000
105,Speaker 1,"Yes.",473.000,476.000
106,Speaker 2,"I've watched your statement that you provided to Trump, OK, and we've been provided.",476.000,483.000
107,Speaker 2,"This document here.",483.000,484.000
108,Speaker 2,"Does that look familiar to you?",484.000,485.000
109,Speaker 1,"Yeah, that's right.",485.000,486.000
110,Speaker 2,"All right. And from what I can see here, there's 4 pages of handwritten documents that you're handwriting.",486.000,493.000
111,Speaker 2,"OK. And it just kind of goes through some people that you've encountered in your career from 2007 through to 2016 of August, August of 2016, OK, so, so that's kind of the the focus of our investigation right now is.",493.000,503.000
112,Speaker 1,"2015.",503.000,512.000
113,Speaker 1,"Right.",512.000,512.000
114,Speaker 2,"The information that you've put on these four pieces.",512.000,515.000
115,Speaker 1,"Of paper, yes.",515.000,515.000
116,Speaker 2,"OK, but before we get into that, I just want to kind of get an idea of your career and.",515.000,521.000
117,Speaker 2,"Where you kind of where you've been in your career and kind of how you got into things?",521.000,525.000
118,Speaker 1,"And registered nurse I started I.",525.000,529.000
119,Speaker 1,"Started from with from.",529.000,532.000
120,Speaker 1,"Here in Park Secondary school I.",532.000,538.000
122,Speaker 1,"I graduated grade 1313 year in law school, not law school. So a journalism school and.",539.000,549.000
123,Speaker 1,"Then I went to Bible College and London Baptist Bible College in London, graduated with a degree in counseling with the bachelor's degree in counseling.",549.000,563.000
124,Speaker 1,"And then.",563.000,565.000
125,Speaker 1,"Discovered that that's not going to be wasn't really going to get me.",565.000,568.000
126,Speaker 1,"A.",568.000,568.000
127,Speaker 1,"Lot far as work wise and career wise. And so I went back to here in Park High School for a year.",568.000,579.000
128,Speaker 1,"And I took a year of maths and sciences and went on to.",579.000,585.000
129,Speaker 1,"Conestoga College in.",585.000,589.000
130,Speaker 1,"They have it's in Kitchener, but they have staff for campus, so I.",589.000,592.000
131,Speaker 1,"Went there for three years.",592.000,593.000
133,Speaker 1,"And then when I graduated there.",594.000,597.000
134,Speaker 1,"I worked in a place called Geraldton which is 16 hours Mason of Toronto, 3 hours north of Thunder Bay.",597.000,603.000
135,Speaker 2,"Like I said, it's quite a bit north.",603.000,606.000
136,Speaker 2,"Yeah, that's what's up there.",606.000,607.000
137,Speaker 1,"Yes, work there.",607.000,610.000
138,Speaker 1,"Couldn't stand the isolation, moved back, worked for an organization called the Christian Horizons here in town, and one of their group homes.",610.000,621.000
139,Speaker 1,"Till 2007.",621.000,625.000
140,Speaker 1,"At which time my marriage fell apart in February 2007, and I met a woman online and she decided to move to be with me. So I ended up.",625.000,642.000
141,Speaker 1,"Quitting the job of that and going to corrective care to make a little bit more money because I would never burden burner. So I started working at Crescent Care.",642.000,654.000
142,Speaker 1,"It was June.",654.000,655.000
143,Speaker 1,"2007.",655.000,660.000
144,Speaker 2,"And how long did you work there for?",660.000,662.000
145,Speaker 1,"Until.",662.000,669.000
146,Speaker 1,"Yeah, till like I.",669.000,671.000
147,Speaker 1,"Think it's March 2014?",671.000,674.000
148,Speaker 2,"And were you always in the same role or did you do different role of that dressing chair or?",674.000,676.000
149,Speaker 1,"As the red as a registered nurse and registered nurses role is always the same. But.",676.000,685.000
150,Speaker 1,"I worked in different areas of the home. There's five wings.",685.000,688.000
151,Speaker 2,"OK.",688.000,691.000
152,Speaker 1,"To correct some carrots, I worked in different.",691.000,693.000
153,Speaker 2,"Areas right of the seven or so years that.",693.000,697.000
154,Speaker 2,"You were there? Yeah.",697.000,698.000
155,Speaker 2,"And at that point, did you have different supervisors from unit to unit or Jerry reported the same person or?",698.000,703.000
156,Speaker 1,"No, there was. There was one supervisor, Helen Conway. She was ahead there.",703.000,710.000
157,Speaker 1,"And then there was, like, people under her. Shelly Jeanette.",710.000,720.000
158,Speaker 1,"Then there was like a an administrative head.",720.000,724.000
159,Speaker 1,"I think for most of that time.",724.000,725.000
160,Speaker 1,"It was Brenda.",725.000,728.000
161,Speaker 2,"OK. And then from Chris, currently you've had a few other.",728.000,732.000
162,Speaker 1,"Yeah, I went from Crescent Care fired from Crescent care, OK.",732.000,738.000
163,Speaker 1,"For a medication area era error, then from there I went to Meadow Park nursing home.",738.000,746.000
164,Speaker 2,"OK.",746.000,747.000
165,Speaker 1,"And left there.",747.000,749.000
166,Speaker 1,"Here to give help with an addiction issue health and that it would get help with that as well.",749.000,759.000
167,Speaker 1,"And then when it came back, I started working again in January. I left.",759.000,765.000
168,Speaker 1,"I left Meadow Park in September of 2014 and I started working for a.",765.000,774.000
169,Speaker 1,"Nursing agency called Lifeguard in 2015.",774.000,780.000
170,Speaker 1,"And I worked with them.",780.000,783.000
171,Speaker 1,"For over a year, and then in July 2016, I started working for Saint Elizabeth Healthcare as well. I was still working for lifeguard.",783.000,797.000
172,Speaker 2,"OK. And how did that work? Did you just split your time between the two or was it just kind of a part time position at both organizations?",797.000,806.000
173,Speaker 1,"Saint Elizabeth was my priority. So, and lifeguard is very much. You pick up the shifts as they come. Very few scheduled shifts so.",806.000,816.000
174,Speaker 1,"Get to know them and focus on family.",816.000,820.000
175,Speaker 2,"And were those roles where you would do like in home care with different lines?",820.000,825.000
176,Speaker 1,"With the lifeguard, it's an agency, so you go into nursing homes, you go into people's homes, you go into.",825.000,836.000
177,Speaker 1,"You go into like retirement homes.",836.000,842.000
178,Speaker 1,"We did a lot of different things, a lot.",842.000,843.000
179,Speaker 1,"Of one on.",843.000,844.000
180,Speaker 1,"Ones with.",844.000,844.000
181,Speaker 1,"People like in their own.",844.000,846.000
182,Speaker 1,"Homes.",846.000,847.000
183,Speaker 1,"12 hour shifts, 8 hour shifts sitting with them, a lot of stuff I did with sitting with high.",847.000,853.000
184,Speaker 1,"Just patient, right. OK.",853.000,856.000
185,Speaker 2,"That would be tough.",856.000,858.000
186,Speaker 1,"Hey, that's OK. Yeah. Like, because I knew they were going to die, and it was just an opportunity to give the family a.",858.000,865.000
187,Speaker 2,"Rest. Yeah, absolutely. Yeah. Yeah. It's an important role. I mean, a lot of people wouldn't see it that way and wouldn't even notice the care that these people are giving. And from people like yourself. Right. So we give the families a bit of a break and.",865.000,877.000
188,Speaker 2,"And take take take that role as.",877.000,880.000
189,Speaker 2,"An important thing which a lot.",880.000,881.000
190,Speaker 2,"Of people don't see right so.",881.000,882.000
191,Speaker 1,"Since when some when someone buying the house families don't want everyone to be asleep at once, right? And that can be very hard if you're not able to do that. But if you have nurse there that says no, it's OK. I've got this. I know the medication to get.",882.000,890.000
192,Speaker 2,"That's right.",890.000,899.000
194,Speaker 2,"Back at Meadow Park.",902.000,904.000
195,Speaker 2,"What was your addiction?",904.000,907.000
196,Speaker 1,"Hi, mark.",907.000,912.000
197,Speaker 2,"And what?",912.000,912.000
198,Speaker 2,"Like how much were you using?",912.000,914.000
199,Speaker 1,"I was a binge user so I would use what I could get a hold of by doing it from the patient.",914.000,922.000
200,Speaker 2,"Right. And how would that work? Bigger than would it just be in their in their allotted medications or would you have access to a car to feed your?",922.000,929.000
201,Speaker 1,"There's there's some. There's a lot of medication.",929.000,933.000
202,Speaker 1,"Some of them had confusions, so they couldn't tell the difference between what those you were giving them like, given the large difference that item.",933.000,946.000
203,Speaker 1,"There was a lot of the times as needed, so it would be in a.",946.000,950.000
204,Speaker 1,"Big.",950.000,950.000
205,Speaker 1,"Card and they say I would just punch out that. Ohh. Barney needed two of those today and I'll delete even three of those today when they really didn't. And that's how I was gonna hold of it every once in a while. There was also a.",950.000,967.000
206,Speaker 1,"Drug, drug big drug holder.",967.000,971.000
207,Speaker 1,"Like a safe. Almost that we would put the.",971.000,974.000
208,Speaker 1,"Drugs in OK.",974.000,975.000
209,Speaker 1,"Once, like if somebody dies and they're like 23 hydro marks left with sizable carbon colder. Well, if you pick it up and turn it upside down and shook it, you get drugs back out of it.",975.000,990.000
210,Speaker 2,"They have your wages.",990.000,990.000
211,Speaker 1,"Yes.",990.000,992.000
212,Speaker 2,"And was that ever?",992.000,995.000
213,Speaker 2,"An issue with with the other we ever confronted.",995.000,997.000
214,Speaker 2,"Or that did that go totally undetected?",997.000,998.000
215,Speaker 1,"I was.",998.000,1000.000
216,Speaker 2,"For the the time you're.",1000.000,1001.000
217,Speaker 1,"There was a time when Hydromorph was delivered to the home.",1001.000,1008.000
218,Speaker 1,"And it didn't get put away right away. But the person who should have. And so I took the hide remarks and put it in my bag and took it home. And it was who discovered her.",1008.000,1019.000
219,Speaker 1,"And so I just played down.",1019.000,1022.000
220,Speaker 1,"From the police home about it actually done, yeah.",1022.000,1027.000
221,Speaker 1,"Yeah.",1027.000,1029.000
222,Speaker 2,"So as a binge binge user then, like how much would you would you be using on a I mean obviously when you on a daily basis are you have you been using but like how long did the addiction last for?",1029.000,1036.000
223,Speaker 1,"Yeah.",1036.000,1039.000
224,Speaker 1,"Oh, the addiction lasted from being started in 2008 to 2000 and.",1039.000,1047.000
225,Speaker 1,"14 at which time I went away and got treatment at a treatment center. But then I started using again.",1047.000,1056.000
226,Speaker 1,"Probably since January 2015.",1056.000,1064.000
227,Speaker 1,"No.",1064.000,1065.000
228,Speaker 1,"No, and.",1065.000,1068.000
229,Speaker 1,"I'm going to stop using alcohol as well. I'm going to I have friends in A and I'm I've got a very clear plan thing. If if I'm able to be out and vote or have a very clear plan. And I also know if I'm not able to be able.",1068.000,1082.000
230,Speaker 1,"To vote that.",1082.000,1083.000
231,Speaker 1,"A and their products and others didn't have some problems where they come into prison.",1083.000,1088.000
232,Speaker 1,"No.",1088.000,1090.000
233,Speaker 1,"That's my plan.",1090.000,1092.000
234,Speaker 2,"That's good that you have a plan.",1092.000,1095.000
235,Speaker 2,"What do you think?",1095.000,1096.000
236,Speaker 2,"Do you think the reason is that you stepped into the addiction? That you know what the just the scrapping of the job that you're facing, they're dealing with your personal life as well?",1096.000,1101.000
237,Speaker 1,"Yeah. Yeah, just.",1101.000,1104.000
238,Speaker 1,"And just always feeling like I had to be the best possible person and very, very stressful job giving medications to 32 people and making sure.",1104.000,1115.000
239,Speaker 1,"Treatments were done on 32 people carrying presents, 32 people supervising 4P studies, who sometimes didn't always get along and sometimes always didn't always get along with me.",1115.000,1129.000
240,Speaker 1,"It's a hard job and in there it's a hard job and then they would add different things like oh, you have to do this and that to say who's here and counting the medications at the end of the shift. And it was a hard job. And I just, I always was putting this pressure on myself.",1129.000,1132.000
241,Speaker 2,"I believe 100%.",1132.000,1147.000
242,Speaker 1,"To be a really.",1147.000,1148.000
243,Speaker 1,"Good nurse and to do everything.",1148.000,1149.000
244,Speaker 1,"Perfectly. And every once in a while.",1149.000,1152.000
245,Speaker 1,"When I give.",1152.000,1152.000
246,Speaker 1,"The whole of the hydra marker to you and take it. Then that pressure was gone, right?",1152.000,1161.000
247,Speaker 2,"And.",1161.000,1163.000
248,Speaker 2,"Treatment center that you went away to lower down.",1163.000,1168.000
249,Speaker 1,"I cannot remember. I've tried to try to remember.",1168.000,1174.000
250,Speaker 1,"No, it was. It was at a town that was like.",1174.000,1176.000
251,Speaker 1,"2.",1176.000,1177.000
252,Speaker 1,"Was a 2 hour drive. No, I have a lock fire near 9. Well, it's a little town outside of Wayland.",1177.000,1182.000
253,Speaker 2,"Well.",1182.000,1188.000
254,Speaker 1,"And they have.",1188.000,1191.000
255,Speaker 1,"It's an 18 day treatment that they have and I was successful. I went through the whole thing. So all 18 days, yeah, OK. And it helps. Yeah, yeah.",1191.000,1203.000
256,Speaker 2,"What about family? You're born and raised with.",1203.000,1205.000
257,Speaker 1,"Son. Yeah, born and raised. And what's not married?",1205.000,1209.000
258,Speaker 1,"From 2000, from 97 to 2007.",1209.000,1214.000
259,Speaker 1,"We broke up.",1214.000,1217.000
260,Speaker 1,"February 2007 no children.",1217.000,1222.000
261,Speaker 1,"I wanted them. They never did. My mom and dad are in their 70s.",1222.000,1227.000
262,Speaker 1,"75 and 76.",1227.000,1231.000
263,Speaker 1,"I have cousins all over the area and.",1231.000,1236.000
264,Speaker 1,"My brother and his wife and four kids they live in.",1236.000,1242.000
265,Speaker 1,"And they're.",1242.000,1246.000
266,Speaker 1,"Well, it's negative. They're quite active. The oldest one is 26 and he's got a a wife and two kids, he says with his parents. They all live with their parents, except for my.",1246.000,1257.000
267,Speaker 2,"Is that right? Yeah. Happy family.",1257.000,1257.000
268,Speaker 1,"Yeah, this one they have so crazy.",1257.000,1262.000
269,Speaker 2,"Have you been out to visit at all?",1262.000,1263.000
270,Speaker 2,"I've been have you, Sir.",1263.000,1265.000
271,Speaker 1,"I've been to see their house once. They've been here a few times. They came in 2013 for my parents 50th wedding anniversary and my nephew and wife stayed behind and lived with my parents for a few months while my nephew tried to the Bible College.",1265.000,1269.000
272,Speaker 1,"Thanks.",1269.000,1284.000
273,Speaker 1,"They live with the fact.",1284.000,1286.000
274,Speaker 1,"They went back.",1286.000,1288.000
275,Speaker 2,"So your brother older or?",1288.000,1289.000
276,Speaker 1,"Younger than you. Older, older. He's three years older than 52.",1289.000,1298.000
277,Speaker 2,"UM.",1298.000,1300.000
278,Speaker 2,"So as far as your latest position at Saint Elizabeth, that was your last position in the end. Is that correct? OK. And you said you resigned from there. Yeah. OK. What, what brought you to that?",1300.000,1301.000
280,Speaker 1,"Yeah.",1304.000,1307.000
281,Speaker 1,"Yes.",1307.000,1307.000
282,Speaker 1,"It was.",1307.000,1316.000
283,Speaker 1,"That.",1316.000,1317.000
284,Speaker 1,"Is that that's when things get a little crazy.",1317.000,1322.000
285,Speaker 1,"The part that I haven't told the doctors.",1322.000,1329.000
286,Speaker 1,"You're so stupid now.",1329.000,1334.000
287,Speaker 1,"When my ex.",1334.000,1334.000
288,Speaker 1,"And I broke up in 2007.",1334.000,1337.000
289,Speaker 1,"I was already taking the medication for my my borderline personality disorder.",1337.000,1344.000
290,Speaker 1,"And I was so angry.",1344.000,1348.000
291,Speaker 1,"And it was like a voice said inside me. I'll use you.",1348.000,1351.000
292,Speaker 1,"Don't worry about it.",1351.000,1354.000
293,Speaker 1,"And.",1354.000,1356.000
294,Speaker 1,"The different times that.",1356.000,1358.000
295,Speaker 1,"I have caused people's deaths. They caused them discomfort through the through the insulin. I believe it was the influence of that voice or whatever it was. It was in the voice in my head. It was a voice in here. And when I would do it afterwards, I would hear like a lobster in my house.",1358.000,1378.000
296,Speaker 1,"So started working for Saint Elizabeth.",1378.000,1382.000
297,Speaker 1,"And I was doing well, but it was a lot of pressure and the way that you.",1382.000,1388.000
298,Speaker 1,"Know that I've.",1388.000,1390.000
299,Speaker 1,"Help people love to die has been through insulin.",1390.000,1394.000
300,Speaker 1,"And after my first my 30 day.",1394.000,1398.000
301,Speaker 1,"Evaluation. Liar.",1398.000,1402.000
302,Speaker 1,"My supervisor came to me and said, you know, I'm really sorry.",1402.000,1407.000
303,Speaker 1,"We want you for Woodstock but.",1407.000,1408.000
304,Speaker 1,"We have so many.",1408.000,1409.000
305,Speaker 1,"Cancers, schools and in your fall.",1409.000,1412.000
306,Speaker 1,"That need help with their insulin pumps that you're going to?",1412.000,1415.000
307,Speaker 1,"Start working in.",1415.000,1416.000
308,Speaker 1,"In your school and I panicked.",1416.000,1421.000
309,Speaker 1,"I panic. I didn't want to do that.",1421.000,1424.000
310,Speaker 1,"So that you know what they're good, the kids. So about.",1424.000,1431.000
311,Speaker 1,"This one little week after that that I quit.",1431.000,1435.000
312,Speaker 1,"And then I packed my stuff in the car and I drove 2 days into. I drove into Quebec.",1435.000,1442.000
313,Speaker 1,"Thinking like I would just.",1442.000,1444.000
314,Speaker 1,"Start running away, sort of.",1444.000,1445.000
315,Speaker 1,"Thing then I thought no, that's just stupid.",1445.000,1448.000
316,Speaker 1,"I came back.",1448.000,1450.000
317,Speaker 1,"And.",1450.000,1453.000
318,Speaker 1,"That's going to tell my parents what was.",1453.000,1454.000
319,Speaker 1,"Going on that they had.",1454.000,1455.000
320,Speaker 1,"Visitors from Scotland, so I didn't tell them. I just.",1455.000,1462.000
321,Speaker 1,"Sorry, Ben. Two weeks pretending to go to work.",1462.000,1468.000
322,Speaker 1,"When we're here.",1468.000,1469.000
323,Speaker 2,"Thanks.",1469.000,1469.000
324,Speaker 1,"It's funny, but it's not funny.",1469.000,1472.000
325,Speaker 1,"And then.",1472.000,1475.000
326,Speaker 1,"Once I left, I decided I didn't want to nurse anymore. I didn't want to hurt anybody anymore, so I also cooked my other job.",1475.000,1486.000
327,Speaker 1,"And then I decided.",1486.000,1489.000
328,Speaker 1,"Well, whatever Friday that was that, like I did a lot of looking into how I could get help, but I realized I needed help with whatever this was because part of me had started to believe that it was the devil and part of me thought it might be God with the purpose through my.",1489.000,1505.000
329,Speaker 1,"Life.",1505.000,1507.000
330,Speaker 1,"And I know the doctor asked me those.",1507.000,1509.000
331,Speaker 1,"Questions and didn't answer because I was so shamed.",1509.000,1512.000
332,Speaker 1,"But I just.",1512.000,1515.000
333,Speaker 1,"I didn't want this to keep going on, so I put both jobs.",1515.000,1521.000
334,Speaker 1,"Look into where.",1521.000,1522.000
335,Speaker 1,"I could get help. Doctor Fernando is my psychiatrist.",1522.000,1526.000
336,Speaker 1,"And he's not a very nice man.",1526.000,1529.000
337,Speaker 1,"So.",1529.000,1531.000
338,Speaker 1,"I went on an online support group and was talking on to people on there and they were saying, you know, get some help.",1531.000,1539.000
339,Speaker 1,"So then I started researching some site boards and stuff and I saw candy.",1539.000,1546.000
340,Speaker 1,"And they're the only.",1546.000,1549.000
341,Speaker 1,"Mental health facility in Ontario that has any State department.",1549.000,1554.000
343,Speaker 1,"So I made a decision and I went. I went there on Friday morning. I took the train and off I went and before we went I told the.",1555.000,1565.000
344,Speaker 1,"To Edge told St. People what was going on.",1565.000,1571.000
345,Speaker 1,"My friend from any and.",1571.000,1576.000
346,Speaker 1,"My friend.",1576.000,1579.000
347,Speaker 1,"And told them what was going on and said yes, go and get help.",1579.000,1583.000
348,Speaker 1,"And my friend drove me to the train station.",1583.000,1587.000
349,Speaker 2,"And when you say you told them what was going on, did.",1587.000,1589.000
350,Speaker 2,"You get into details of.",1589.000,1591.000
351,Speaker 1,"I told them that I told them that I had been killing people and they all said yes. You better go get help and.",1591.000,1591.000
352,Speaker 2,"Why you're going to seek help or?",1591.000,1604.000
353,Speaker 1,"She's friend from.",1604.000,1606.000
354,Speaker 1,"When I work with.",1606.000,1610.000
355,Speaker 1,"Right.",1610.000,1611.000
356,Speaker 2,"Watching.",1611.000,1616.000
357,Speaker 2,"And she drove me to the train station on, you know, on that Friday morning the Woodstock train.",1616.000,1619.000
358,Speaker 1,"On the.",1619.000,1619.000
359,Speaker 1,"Yeah.",1619.000,1621.000
360,Speaker 1,"Station, yeah.",1621.000,1623.000
361,Speaker 2,"And and then your friend.",1623.000,1626.000
362,Speaker 1,"Is my cousin.",1626.000,1628.000
363,Speaker 2,"OK.",1628.000,1631.000
364,Speaker 2,"No, yours.",1631.000,1632.000
365,Speaker 1,"Yeah, she lives in DC.",1632.000,1635.000
366,Speaker 2,"And if you don't want to tell me, that's fine. Based on the reason why this person may or may not be a friend.",1635.000,1641.000
367,Speaker 2,"But you're a.",1641.000,1642.000
368,Speaker 1,"Friend, my friend. Yeah, OK. I can tell your first name, but otherwise it's confidentiality.",1642.000,1650.000
369,Speaker 2,"And I don't want to dig into that.",1650.000,1654.000
370,Speaker 2,"At this point, that's all along. So did you.",1654.000,1658.000
371,Speaker 2,"Disclose the same thing.",1658.000,1660.000
372,Speaker 2,"To all those three people.",1660.000,1661.000
373,Speaker 1,"That I have been giving didn't say why.",1661.000,1664.000
374,Speaker 1,"Because at that.",1664.000,1664.000
